"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 04 22:03:00 CST 2022","Tue Oct 04 22:03:04 CST 2022","4520","testcase","测开_测开1_test","TestCase测开测开1","","","测开1","TestCase ID: cd67fb93-d6b0-40c6-9318-b12f221d20ae"
